"","raz_social","X","id","nom_estab","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta","ctarfc"
"47","CANCELEIRA SA DE CV",180,6257999,"HOTEL CANCELEIRA",721113,"Moteles","11 a 30 personas","CALZADA","SIN REFERENCIA","CALLE","RADIODIFUSORA","CALLE","ROSARIO CASTELLANOS","CALLE","EVERARDO GONZÁLEZ",2811,"","","",NA,"","COLONIA","IGNACIO ZARAGOZA SANTA MARTHA ACATITLA","","","",9510,9,"CIUDAD DE MÉXICO",7,"Iztapalapa",1,"Iztapalapa","784",27,NA,"CANCELEIROMX@YAHOO.COM.MX","","Fijo",19.36839308,-99.01088089,"2010-07","CAN9310252Z3"
"48","CANTOTEL SA DE CV",25,762692,"CANTOTEL",721111,"Hoteles con otros servicios integrados","0 a 5 personas","CALLE","MONTES URALES NORTE","CALLE","VOSGOS","CALLE","TEAPA","CALLE","PEDREGAL",720,"","720","PISO 1",NA,"","COLONIA","LOMAS DE CHAPULTEPEC","","","",11000,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","745",2,NA,"ASSISTANT@LACASAQUECANTA.COM","","Fijo",19.43056633,-99.20237906,"2010-07","CAN901122RJ0"
"49","CARBATEL SA DE CV",352,6317401,"HOTEL JACARANDAS",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CIRCUITO","INTERIOR (AVENIDA INSTITUTO TÉCNICO INDUSTRIAL)","CALLE","CRISANTEMA","AVENIDA","RICARDO FLORES MAGÓN","CALLE","MIRASOL",7,"","","",0,"","COLONIA","ATLAMPA","","","",6450,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","017A",22,NA,"JUANBLSF23@HOTMAIL.COM","","Fijo",19.4561212,-99.16354108,"2010-07","CAR910322GE5"
"50","CASMANIA SA DE CV",441,6305104,"HOTEL MIGUEL ANGEL",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","DOCTOR VALENZUELA","AVENIDA","ARCOS DE BELÉN","AVENIDA","DOCTOR RÍO DE LA LOZA","PEATONAL","CENTRAL (LÁZARO CÁRDENAS)",8,"","","",NA,"","COLONIA","DOCTORES","","","",6720,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","875",28,NA,"LUCRECIAREBE@HOTMAIL.COM","","Fijo",19.42646532,-99.14292486,"2010-07","CAS731210U46"
"51","CATACA SA DE CV",540,6323834,"HOTEL PRINCESA",721111,"Hoteles con otros servicios integrados","11 a 30 personas","AVENIDA","TLALPAN","CALLE","LUISA","CALZADA","CALZADA DE TLALPAN","CALLE","LAURA",952,"","","",NA,"","COLONIA","NATIVITAS","","","",3500,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","051A",23,NA,"HOTAL.PRINCESA@LIVE.COM.MX","","Fijo",19.38397781,-99.13923537,"2010-07","CAT931001TU6"
"52","CENTRO HISTORICO DE LA CIUDAD DE MEXICO SA DE CV",604,6318236,"HOTEL SEÑORIAL",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","CALLEJON ESPERANZA","CALLE","ALDACO","CALLE","JIMENEZ","CALLE","ECHEVESTE",8,"","","",0,"","COLONIA","CENTRO","","","",6010,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","088A",6,NA,"","WWW.RESIDENCIASENORIAL.COM","Fijo",19.42752325,-99.13975622,"2010-07","CHC010725HX2"
"53","CERAVI SA DE CV",763,6325400,"MOTEL VILLA BONITA",721113,"Moteles","6 a 10 personas","VIADUCTO","RIO DE LA PIEDAD","CALZADA","CALZADA DE LA VIGA","EJE VIAL","2 ORIENTE (HONORABLE CONGRESO DE LA UNION)","CALLE","PRIVADA RANCHO DE LA CRUZ",140,"","","",NA,"","COLONIA","JAMAICA","","","",15800,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","1399",3,NA,"","","Fijo",19.40489267,-99.12394617,"2010-07","CER970428JV3"
"54","CHARTWELL DE NUEVO LAREDO SA DE CV",770,9051415,"NH VALLE DORADO",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","LIVERPOOL","EJE VIAL","2 PONIENTE (FLORENCIA)","CALLE","AMBERES","CALLE","LONDRES",155,"","","",2,"","COLONIA","JUAREZ","","","",6600,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","095A",6,NA,"","WWW.NH-HOTELS.COM","Fijo",19.42398455,-99.16486161,"2019-11","CNL970930GV2"
"55","CHARTWELL DE NUEVO LAREDO SA DE CV",88,6864033,"HILTON AEROPUERTO",721111,"Hoteles con otros servicios integrados","31 a 50 personas","AVENIDA","SONORA","EJE VIAL","TEXCOCO","AVENIDA","INTERIOR (BOULEVARD PUERTO AÉREO)","CALLE","INTERIOR (BOULEVARD PUERTO AÉREO)",0,"SN","TERMINAL 1","",0,"","COLONIA","VENUSTIANO CARRANZA","AEROPUERTO","AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO","",15620,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","140",1,NA,"","WWW.NH-HOTELS.COM","Fijo",19.43752074,-99.07950784,"2019-04","CNL970930GV2"
"56","CHOUSA SA DE CV",261,6325389,"HOTEL EL DORADO",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","OROZCO Y BERRA","CALLE","BERNAL DIAZ","CALLE","BUENAVISTA","CALLE","HÉROES FERROCARRILEROS",131,"","","",NA,"","COLONIA","BUENAVISTA","","","",6350,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","049A",15,NA,"HOTELELDORADO131@GMAIL.COM","","Fijo",19.44042006,-99.1538186,"2010-07","COU001017KX8"
"57","CIMASOL SA DE CV",202,6325167,"HOTEL CIMA",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","ALFONSO CEBALLOS","CALLE","JOSE RIVERA","CALZADA","GENERAL IGNACIO ZARAGOZA","CALLE","JUAN JOSÉ JASSO",12,"","","",NA,"","COLONIA","MOCTEZUMA PRIMERA SECCION","","","",15500,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","062A",5,NA,"HOTELCIMA@HOTMAIL.COM","","Fijo",19.42700103,-99.10785626,"2010-07","CIM060331KHA"
"58","CITY EXPRESS",32,6325381,"CITY EXPRESS",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","CALLE","JAMES SULLIVAN","CALLE","MIGUEL SCHULTZ","CALLE","SERAPIO RENDON","CALLE","MAESTRO ANTONIO CASO",35,"","","",NA,"","COLONIA","SAN RAFAEL","","","",6470,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","697",13,NA,"","","Fijo",19.43321825,-99.16120417,"2010-07","CEX940224BV8"
"59","COMERCIALIZADORA E INMOBILIARIA MUNDO KUPURI S DE RL DE CV",780,6865705,"OFICINAS KUPURI",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","","BOULEVARD MANUEL ÁVILA CAMACHO","CALLE","5","OTRO (ESPECIFIQUE)","99","CALLE","5",1,"","","",0,"","COLONIA","LOMAS DE CHAPULTEPEC III SECC","","","",11570,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","849",20,NA,"HOTELKUPURI@HOTMAIL.COM","","Fijo",19.42830524,-99.2034192,"2019-04","CIM160516449"
"60","COMPAÑIA DE SERVICIOS OSTAR SA DE CV",793,6738649,"OSTAR GRUPO HOTELERO",721111,"Hoteles con otros servicios integrados","251 y más personas","AVENIDA","PASEO DE LAS PALMAS","CALLE","MONTES STANOVOI","CALLE","MONTE TABOR","CALLE","SIERRA MOJADA",781,"","EDIFICIO SIN NOMBRE","PISO 3",0,"SN","COLONIA","LOMAS DE CHAPULTEPEC III SECCION","","","",11000,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","095A",1,NA,"SALAZARM@OSTAR.COM.MX","WWW.OSTAR.COM.MX","Fijo",19.42525194,-99.16418756,"2016-10","SOS951122CK8"
"61","CONDOMINIO HAVRE INSURGENTES SA DE CV",418,894465,"HOTEL MANSIÓN HAVRE",721111,"Hoteles con otros servicios integrados","0 a 5 personas","CALLE","Havre","CALLE","Liverpool","CALLE","Londres","CALLE","Nápoles",40,"B","","",0,"","COLONIA","JUAREZ","","","",6600,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","841",6,5518668812,"ADMONGRUPOAYA@GMAIL.COM","","Fijo",19.4265388,-99.16111705,"2014-12","CHI6607203I8"
"62","CONGREGACION DE HOTELES VILLAHERMOSA SA DE CV",672,6325230,"HOTEL VILLAHERMOSA",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","JUVENTINO ROSAS","CALZADA","CALZADA DE GUADALUPE","CALZADA","CALZADA DE LOS MISTERIOS","CALLE","NINGUNO",20,"","","",NA,"","COLONIA","MAZA","","","",6250,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","165",35,NA,"","","Fijo",19.45721475,-99.12912993,"2010-07","CHV1212116N5"
"63","CONGRESOS Y HOSPEDAJES DE MEXICO SA DE CV",52,6314213,"DORADOS CONVENTIONS & RESORT",721111,"Hoteles con otros servicios integrados","6 a 10 personas","EJE VIAL","3 PONIENTE (AVENIDA COYOACÁN)","CALLE","MARTÍN MENDALDE","CALLEJON","PILARES","CALLE","3 PONIENTE (AVENIDA COYOACÁN)",1058,"","","",0,"","COLONIA","DEL VALLE","","","",3104,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","609",18,NA,"GVENTAS@HOTELESDORADOS.COM","WWW.DORADOSRESORT.COM","Fijo",19.37887727,-99.16910653,"2010-07","CHM1501198B3"
"64","CONSTRUCTORA E INMOBILIARIA DOGRAPE SA DE CV",482,6313928,"HOTEL OASIS",721111,"Hoteles con otros servicios integrados","11 a 30 personas","EJE VIAL","8 SUR (CALZADA ERMITA IZTAPALAPA)","CALLE","POPOCATÉPETL","CALLE","CONAMUP","PEATONAL","8 SUR (CALZADA ERMITA IZTAPALAPA)",3887,"","","",0,"","COLONIA","SANTA MARTHA ACATITLA","","","",9510,9,"CIUDAD DE MÉXICO",7,"Iztapalapa",1,"Iztapalapa","1138",19,NA,"HOTEL_OASIS@HOTMAIL.COM","","Fijo",19.35986486,-98.99953067,"2010-07","CID930617278"
"65","CONSTRUCTORA E INMOBILIARIA TURUVIA SA DE CV",810,6317406,"RANCHO EL RINCONCITO",721111,"Hoteles con otros servicios integrados","0 a 5 personas","AVENIDA","YUCATÁN","CALLE","COAHUILA","CALLE","ANTONIO M. ANZA","CALLE","ORIZABA",170,"","","",2,"","COLONIA","INSURGENTES MIXCOAC","","","",3920,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1214",20,NA,"","WWW.RANCHOELRINCONCITO.COM","Fijo",19.41172946,-99.15895245,"2014-12","CIT870907DL5"
"66","CONTEMPO SUITES SA DE CV",825,6257413,"SUITES CONTEMPO",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CIRCUITO","INTERIOR (CALZADA MELCHOR OCAMPO)","CALLE","TOLSTOI","AVENIDA","PASEO DE LA REFORMA","AVENIDA","PASEO DE LA REFORMA",455,"","","",0,"","COLONIA","ANZURES","","","",11590,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","068A",26,NA,"SUITES@SUITESCONTEMPO.COM","WWW.SUITESCONTENMPO.COM","Fijo",19.42507819,-99.17698239,"2010-07","CSU150723QTA"
"67","CONTROLADORA HOTELERA POH SA DE CV",71,6726714,"FIESTA INN",721111,"Hoteles con otros servicios integrados","51 a 100 personas","AVENIDA","4 ORIENTE (RÍO CHURUBUSCO)","EJE VIAL","5 SUR (LEYES DE REFORMA)","CALLE","NINGUNO","CALLE","FRUTAS Y LEGUMBRES",1635,"","","",0,"","COLONIA","CENTRAL DE ABASTO","CENTRO Y PLAZA COMERCIAL","PLAZA CENTRAL","",9040,9,"CIUDAD DE MÉXICO",7,"Iztapalapa",1,"Iztapalapa","2475",10,NA,"CONTRALORFIPLC@POSADAS.COM","WWW.FIESTAINN.COM","Fijo",19.37868591,-99.09566843,"2016-01","CHP170118NH4"
"68","CORONASTITLA SA",227,6315291,"HOTEL COSTA DEL SOL",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","CHIMALCOYOTL","CALLE","BARRANCA CHIMALCOYOTL","CALLE","INSURGENTES SUR","CIRCUNVALACION","OTOMÍES",5101,"","","",0,"","COLONIA","CHIMALCOYOTL","","","",14630,9,"CIUDAD DE MÉXICO",12,"Tlalpan",1,"Tlalpan","1123",5,NA,"","WWW.HOTELCOSTADELSOL.COM.MX","Fijo",19.27638865,-99.16728184,"2010-07","COR550913DK4"
"69","CORPORACION CLINICA INTERNACIONAL S DE RL DE CV",795,6872873,"PARAISO HOTEL GARDEN & SPA",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","PÓLUX","CALLE","NUEVE","CALLE","ALDEBARÁN","CALLE","CASTOR",46,"","","",NA,"","COLONIA","PRADOS DE COYOACAN","","","",4810,9,"CIUDAD DE MÉXICO",3,"Coyoacán",1,"Coyoacán","086A",7,NA,"","","Fijo",19.32221634,-99.13489343,"2019-04","CCI990902SA6"
"70","CORPORATIVO TURISTICO IXTAPA PACIFICO SA DE CV",720,6257043,"IXTAPA PALACE MAGIC WORLD",721111,"Hoteles con otros servicios integrados","31 a 50 personas","AVENIDA","CHAPULTEPEC","EJE VIAL","2 PONIENTE (MONTERREY)","AVENIDA","CHAPULTEPEC","AVENIDA","OAXACA",318,"","","",0,"","COLONIA","ROMA NORTE","","","",6700,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","998",11,NA,"ZARATRUSTARM@HOTMAIL.COM","WWW.IXTAPALACE.COM.MX","Fijo",19.4230987,-99.16403052,"2010-07","CTI100122PX6"
"71","COSTALVERA SA DE CV",221,6325401,"HOTEL CORDOBA",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","AVENIDA","FRAY SERVANDO TERESA DE MIER","EJE VIAL","2 ORIENTE (HONORABLE CONGRESO DE LA UNION)","CALLE","MANUEL NICOLAS CORPANCHO","CALLE","ORIENTE 28",511,"","","",511,"","COLONIA","MERCED BALBUENA","","","",15810,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","901",14,NA,"","","Fijo",19.42210718,-99.12092103,"2010-07","COS151012L41"
"72","COSTELA SA DE CV",143,6325243,"HOTEL BAJIO",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","TONALÁ","CALLE","TEHUANTEPEC","CALLE","BAJÍO","CALLE","LINARES",357,"","","",0,"","COLONIA","ROMA SUR","","","",6760,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1464",12,NA,"","","Fijo",19.40480334,-99.1593808,"2010-07","COS850809IH0"
"73","COSTELA SA DE CV",143,6325243,"HOTEL BAJIO",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","TONALÁ","CALLE","TEHUANTEPEC","CALLE","BAJÍO","CALLE","LINARES",357,"","","",0,"","COLONIA","ROMA SUR","","","",6760,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1464",12,NA,"","","Fijo",19.40480334,-99.1593808,"2010-07","COS131220134"
"74","COTOABE SA DE CV",372,6259016,"HOTEL LA LUNA",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALZADA","CALZADA DE TLALPAN","CALLE","HUIPULCO","CALLE","MÉXICOXOCHIMILCO","CALLE","MÉXICOXOCHIMILCO",4383,"","","",0,"","COLONIA","SAN LORENZO HUIPULCO","","","",14370,9,"CIUDAD DE MÉXICO",12,"Tlalpan",1,"Tlalpan","430",1,NA,"COTOABE@HAHOO.COM","","Fijo",19.29696833,-99.15277097,"2010-07","COT000308HK1"
"75","DAFONTE SA DE CV",748,6306725,"MOTEL PLUTARCO SUITES",721113,"Moteles","11 a 30 personas","AVENIDA","PRESIDENTE PLUTARCO ELIAS CALLES","CALLE","PRIVADA AIDA","EJE VIAL","6 SUR (PLAYA PIE DE LA CUESTA)","CALLE","INDEPENDENCIA",488,"","","",NA,"","COLONIA","MARIA DEL CARMEN","","","",3500,9,"CIUDAD DE MÉXICO",7,"Iztapalapa",1,"Iztapalapa","483",24,NA,"","","Fijo",19.37669652,-99.1354203,"2010-07","DAF031003LM9"
"76","DECAMERON SA DE CV",50,6318281,"DECAMERON",721111,"Hoteles con otros servicios integrados","6 a 10 personas","CALLE","PLAZA NECAXA","CALLE","RÍO SENA","CALLE","RÍO PÁNUCO","CALLE","RÍO USUMACINTA",2,"","","",201,"","COLONIA","CUAUHTÉMOC","","","",6500,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","790",10,NA,"CARLOS.GARCIA@DECAMERON.COM","","Fijo",19.43112,-99.16622,"2010-07","DEC9606203K9"
"77","DESARROLLO SEBASTIAN DEL PIOMBO SA DE CV",532,873715,"HOTEL POP LIFE",721113,"Moteles","31 a 50 personas","CIRCUITO","INTERIOR (AVENIDA REVOLUCIÓN)","CALLE","ANDREA DEL CASTAGNO","CALLE","SEBASTIÁN DEL PIOMBO","CALLE","MIGUEL ÁNGEL BUONARROTI",337,"","","",NA,"","COLONIA","NONOALCO","","","",3700,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","558",6,NA,"","WWW.POPLIFEHOTEL.COM","Fijo",19.38231356,-99.18698092,"2014-12","DSP070504K59"
"78","DESARROLLOS URBANOS DUVIPAMEX SA DE CV",597,6325043,"HOTEL SAN MARTIN",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","EJE VIAL","EJE CENTRAL LAZARO CARDENAS","CALLE","MAGNOLIA","CALLE","CALLE MOCTEZUMA","EJE VIAL","CENTRAL (LÁZARO CÁRDENAS)",84,"","","",0,"","COLONIA","GUERRERO","","","",6300,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","063A",24,NA,"HOTEL.SAN.MARTIN@HOTMAIL.COM","","Fijo",19.44256634,-99.1397808,"2010-07","DUD070706HA8"
"79","DOBESA SA DE CV",195,6259179,"HOTEL CENTRAL2",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","ERNESTO PUGIBET","CALLE","LUIS MOYA","CALLE","REVILLAGIGEDO","CALLE","MÁRQUEZ STERLING",48,"","","",0,"","COLONIA","CENTRO","","","",9040,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","875",6,NA,"FACTURA@HOTELCENTRAL2.COM","WWW.HOTELCENTRAL2","Fijo",19.42988533,-99.14658239,"2010-07","DOB071105MK4"
"80","DOMINGO SANTO CIUDAD DE MEXICO SA DE CV",565,9276447,"HOTEL RESTAURANTE DOMINGO SANTO",721111,"Hoteles con otros servicios integrados","0 a 5 personas","CALLE","República de Cuba","CALLE","Santo Domingo","CALLE","Palma Norte","CALLE","Belisario Domínguez",96,"","","",0,"","COLONIA","CENTRO","","","",6010,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","644",12,NA,"RH@DOMINGOSANTO.COM","","Fijo",19.43694516,-99.1342281,"2020-11","DSC140312G38"
"81","ELCRISA SA DE CV",362,6315620,"HOTEL JW MARRIOTT",721111,"Hoteles con otros servicios integrados","251 y más personas","CALLE","ANDRÉS BELLO","AVENIDA","CAMPOS ELÍSEOS","CALLE","JORGE ELLIOT","AVENIDA","CAMPOS ELÍSEOS",29,"","","",0,"","COLONIA","POLANCO CHAPULTEPEC","","","",11560,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","779",11,NA,"ANA.MATAGONZALEZ@MARRIOTTHOTES.COM","","Fijo",19.42685103,-99.19504307,"2010-07","ELC951214RP1"
"82","ESMA SA DE CV",153,6304780,"HOTEL BEST WESTERN ESTORIL",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","LUIS MOYA","CALLE","MÁRQUEZ STERLING","AVENIDA","ARCOS DE BELÉN","CALLE","REVILLAGIGEDO",93,"","","",0,"","COLONIA","CENTRO","","","",6040,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","875",5,NA,"GERENCIA@HOTELESMA.COM.MX","WWW.HOTELESMA.COM.MX","Fijo",19.42891446,-99.14587437,"2010-07","ESM741126SSA"
"83","EUROSUITES SA DE CV",738,6306653,"MOTEL EUROSUITES",721113,"Moteles","31 a 50 personas","CALLE","ANDADOR CINCELADORES","CALLE","BAJA CALIFORNIA","CALLE","TENEXPA","OTRO (ESPECIFIQUE)","NINGUNO",1058,"","","",NA,"","COLONIA","LA NUEVA ROSITA","","","",9410,9,"CIUDAD DE MÉXICO",7,"Iztapalapa",1,"Iztapalapa","375",23,NA,"","","Fijo",19.37776518,-99.1019487,"2010-07","EUR0305091R0"
"84","FIBNAMEX SA DE CV",70,6258835,"FIBNAMEX",721111,"Hoteles con otros servicios integrados","0 a 5 personas","PERIFERICO","BOULEVARD ADOLFO RUÍZ CORTINES","CALLE","2 ORIENTE","CALLE","3 ORIENTE","CALLE","2 NORTE",5271,"","","",0,"","COLONIA","TORIELLO GUERRA","","","",NA,9,"CIUDAD DE MÉXICO",12,"Tlalpan",1,"Tlalpan","411",2,NA,"RGANDARA@DEWIMED.COM.MX","","Fijo",19.29427604,-99.15879813,"2014-12","FIB860611T40"
"85","FONTE DO CARBALLO SA DE CV",119,6306975,"HOTEL ANDES",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","STRAUSS","CALLE","JUAN SEBASTIÁN BACH","EJE VIAL","CENTRAL (LÁZARO CÁRDENAS)","CALLE","MEYERBEER",77,"","","",NA,"","COLONIA","VALLEJO","","","",7870,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","174A",25,NA,"HOTEL.ANDES@LIVE.COM.MX","","Fijo",19.46736842,-99.13879124,"2010-07","FDC1012138AA"
"86","GALAICOS SA DE CV",629,6308579,"HOTEL TALISMAN",721111,"Hoteles con otros servicios integrados","11 a 30 personas","AVENIDA","TALISMÁN EJE 4 NORTE","CALLE","NORTE 80","EJE VIAL","3 ORIENTE (AVENIDA INGENIERO EDUARDO MOLINA)","CALLE","ORIENTE 121",1401,"4101","","",0,"","COLONIA","GERTRUDIS SÁNCHEZ SEGUNDA SECCIÓN","","","",7480,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","1877",21,NA,"HOTELTALISMAN4101@GMAIL.COM","","Fijo",19.47005051,-99.10121949,"2010-07","GAL030206M11"
"87","GARCAR SA DE CV",266,6324695,"HOTEL EL PADRINO",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","LIBRES","AVENIDA","TLÁHUAC","CALLE","EVERARDO GÁMIZ","CALLE","EVERARDO GÁMIZ",12,"","","",0,"SN","COLONIA","LOMAS DE SAN LORENZO","","","",9780,9,"CIUDAD DE MÉXICO",7,"Iztapalapa",1,"Iztapalapa","198A",18,NA,"ALVAREDOH@GMAIL.COM","","Fijo",19.31671124,-99.07206565,"2010-07","GAR911015GS8"
"88","GARRIDO LICONA Y ASOCIADOS SC",49,6772863,"DE LA ONE VACATIONS",721111,"Hoteles con otros servicios integrados","0 a 5 personas","AVENIDA","Avenida de las Naciones","CALLE","Dakota","AVENIDA","Insurgentes Sur","CALLE","Filadelfia",65,"","WORLD TRADE CENTER","PISO 31",27,"","COLONIA","NAPOLES","EDIFICIO COMERCIAL Y DE SERVICIOS","WORLD TRADE CENTER","",3810,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","219",1,NA,"MTKWTCDELAONE@GMAIL.COM","","Fijo",19.39494467,-99.17457401,"2016-10","GLA10041548A"
"89","GENEVE HOTEL SA",306,6325834,"HOTEL GENEVE",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","QUETZALCOATL","CALLE","XOLOTL","AVENIDA","CALZADA MEXICO TACUBA","CIRCUITO","INTERIOR (CALZADA MELCHOR OCAMPO)",2,"","","",NA,"","COLONIA","TLAXPANA","","","",11370,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","213",3,NA,"","","Fijo",19.44377572,-99.16645983,"2010-07","GHO7512317F7"
"90","GEVIC SA DE CV",57,6314904,"ESTACIONAMIENTO DE GEVIC",721111,"Hoteles con otros servicios integrados","0 a 5 personas","CALLE","CIENCIAS","CALLE","AVENIDA PROGRESO","CALLE","JOSÉ MARTÍ","CALLE","GENERAL SALVADOR ALVARADO",83,"","","",0,"","COLONIA","ESCANDÓN","","","",11800,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","118A",10,5552735551,"APC_9704@YAHOO.COM.MX","","Fijo",19.40363634,-99.1807442,"2010-07","GEV7710132P5"
"91","GEVIC SA DE CV",136,6314900,"HOTEL ATLANTE",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","CIENCIAS","CALLE","AVENIDA PROGRESO","CALLE","JOSÉ MARTÍ","CALLE","GENERAL SALVADOR ALVARADO",91,"","","",0,"","COLONIA","ESCANDÓN","","","",11800,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","118A",10,NA,"APC_9704@YAHOO.COM.MX","","Fijo",19.40335466,-99.18084403,"2010-07","GEV7710132P5"
"92","GODEMS SA DE CV",749,6324687,"MOTEL PORTOSOL",721113,"Moteles","11 a 30 personas","EJE VIAL","5 SUR (LEYES DE REFORMA)","CALLE","POCHITECAS","CALLE","ENCOMENDEROS","CALLE","POCHITECAS",72,"","","",NA,"","COLONIA","CENTRAL DE ABASTOS","","","",9040,9,"CIUDAD DE MÉXICO",7,"Iztapalapa",1,"Iztapalapa","2403",9,NA,"","","Fijo",19.37999585,-99.08357405,"2010-07","GOD980526JS6"
"93","GOMPER SA DE CV",120,6305229,"HOTEL ANDRADE",721111,"Hoteles con otros servicios integrados","6 a 10 personas","CALLE","DOCTOR AGUSTÍN ANDRADE","CALLE","DOCTOR C. LICEAGA","CALLE","DOCTOR J. NAVARRO","AVENIDA","DOCTOR JOSÉ MARÍA VÉRTIZ",69,"","","",NA,"","COLONIA","DOCTORES","","","",6720,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1036",4,NA,"ADMON.HOTELANDRADE@HOTMAIL.COM","","Fijo",19.42064956,-99.14561359,"2010-07","GOM8604071H9"
